"time","tank1.h","tank2.h","der(tank1.h)","der(tank2.h)","tank2.Q1","tank2.T","tank1.Qo","tank1.flowConnect.F","tank2.flowConnect.F"
1.038,2.076,0,2,0,0,10000000,0,0,0
1.04,2.08,0,2,0,0,10000000,0,0,0
1.042,2.084,0,2,0,0,10000000,0,0,0
1.044,2.088,0,2,0,0,10000000,0,0,0
1.046,2.092,0,2,0,0,10000000,0,0,0
1.048,2.096,0,2,0,0,10000000,0,0,0
1.05,2.1,0,2,0,0,10000000,0,0,0
1.052,2.104,0,2,0,0,10000000,0,0,0
1.054,2.108,0,2,0,0,10000000,0,0,0
1.056,2.112,0,2,0,0,10000000,0,0,0
1.058,2.116,0,2,0,0,10000000,0,0,0
1.06,2.12,0,2,0,0,10000000,0,0,0
1.062,2.124,0,2,0,0,10000000,0,0,0
1.064,2.128,0,2,0,0,10000000,0,0,0
1.066,2.132,0,2,0,0,10000000,0,0,0
1.068,2.136,0,2,0,0,10000000,0,0,0
1.07,2.14,0,2,0,0,10000000,0,0,0
1.072,2.144,0,2,0,0,10000000,0,0,0
1.074,2.148,0,2,0,0,10000000,0,0,0
1.076,2.152,0,2,0,0,10000000,0,0,0
1.078,2.156,0,2,0,0,10000000,0,0,0
1.08,2.16,0,2,0,0,10000000,0,0,0
1.082,2.164,0,2,0,0,10000000,0,0,0
1.084,2.168,0,2,0,0,10000000,0,0,0
1.086,2.172,0,2,0,0,10000000,0,0,0
1.088,2.176,0,2,0,0,10000000,0,0,0
1.09,2.18,0,2,0,0,10000000,0,0,0
1.092,2.184,0,2,0,0,10000000,0,0,0
1.094,2.188,0,2,0,0,10000000,0,0,0
1.096,2.192,0,2,0,0,10000000,0,0,0
1.098,2.196,0,2,0,0,10000000,0,0,0
1.1,2.2,0,2,0,0,10000000,0,0,0
1.102,2.204,0,2,0,0,10000000,0,0,0
1.104,2.208,0,2,0,0,10000000,0,0,0
1.106,2.212,0,2,0,0,10000000,0,0,0
1.108,2.216,0,2,0,0,10000000,0,0,0
1.11,2.22,0,2,0,0,10000000,0,0,0
1.112,2.224,0,2,0,0,10000000,0,0,0
1.114,2.228,0,2,0,0,10000000,0,0,0
1.116,2.232,0,2,0,0,10000000,0,0,0
1.118,2.236,0,2,0,0,10000000,0,0,0
1.12,2.24,0,2,0,0,10000000,0,0,0
1.122,2.244,0,2,0,0,10000000,0,0,0
1.124,2.248,0,2,0,0,10000000,0,0,0
1.126,2.252,0,2,0,0,10000000,0,0,0
1.128,2.256,0,2,0,0,10000000,0,0,0
1.13,2.26,0,2,0,0,10000000,0,0,0
1.132,2.264,0,2,0,0,10000000,0,0,0
1.134,2.268,0,2,0,0,10000000,0,0,0
1.136,2.272,0,2,0,0,10000000,0,0,0
1.138,2.276,0,2,0,0,10000000,0,0,0
1.14,2.28,0,2,0,0,10000000,0,0,0
1.142,2.284,0,2,0,0,10000000,0,0,0
1.144,2.288,0,2,0,0,10000000,0,0,0
1.146,2.292,0,2,0,0,10000000,0,0,0
1.148,2.296,0,2,0,0,10000000,0,0,0
1.15,2.3,0,2,0,0,10000000,0,0,0
1.152,2.304,0,2,0,0,10000000,0,0,0
1.154,2.308,0,2,0,0,10000000,0,0,0
1.156,2.312,0,2,0,0,10000000,0,0,0
1.158,2.316,0,2,0,0,10000000,0,0,0
1.16,2.32,0,2,0,0,10000000,0,0,0
1.162,2.324,0,2,0,0,10000000,0,0,0
1.164,2.328,0,2,0,0,10000000,0,0,0
1.166,2.332,0,2,0,0,10000000,0,0,0
1.168,2.336,0,2,0,0,10000000,0,0,0
1.17,2.34,0,2,0,0,10000000,0,0,0
1.172,2.344,0,2,0,0,10000000,0,0,0
1.174,2.348,0,2,0,0,10000000,0,0,0
1.176,2.352,0,2,0,0,10000000,0,0,0
1.178,2.356,0,2,0,0,10000000,0,0,0
1.18,2.36,0,2,0,0,10000000,0,0,0
1.182,2.364,0,2,0,0,10000000,0,0,0
1.184,2.368,0,2,0,0,10000000,0,0,0
1.186,2.372,0,2,0,0,10000000,0,0,0
1.188,2.376,0,2,0,0,10000000,0,0,0
1.19,2.38,0,2,0,0,10000000,0,0,0
1.192,2.384,0,2,0,0,10000000,0,0,0
1.194,2.388,0,2,0,0,10000000,0,0,0
1.196,2.392,0,2,0,0,10000000,0,0,0
1.198,2.396,0,2,0,0,10000000,0,0,0
1.2,2.4,0,2,0,0,10000000,0,0,0
1.202,2.404,0,2,0,0,10000000,0,0,0
1.204,2.408,0,2,0,0,10000000,0,0,0
1.206,2.412,0,2,0,0,10000000,0,0,0
1.208,2.416,0,2,0,0,10000000,0,0,0
1.21,2.42,0,2,0,0,10000000,0,0,0
1.212,2.424,0,2,0,0,10000000,0,0,0
1.214,2.428,0,2,0,0,10000000,0,0,0
1.216,2.432,0,2,0,0,10000000,0,0,0
1.218,2.436,0,2,0,0,10000000,0,0,0
1.22,2.44,0,2,0,0,10000000,0,0,0
1.222,2.444,0,2,0,0,10000000,0,0,0
1.224,2.448,0,2,0,0,10000000,0,0,0
1.226,2.452,0,2,0,0,10000000,0,0,0
1.228,2.456,0,2,0,0,10000000,0,0,0
1.23,2.46,0,2,0,0,10000000,0,0,0
1.232,2.464,0,2,0,0,10000000,0,0,0
1.234,2.468,0,2,0,0,10000000,0,0,0
1.236,2.472,0,2,0,0,10000000,0,0,0
1.238,2.476,0,2,0,0,10000000,0,0,0
1.24,2.48,0,2,0,0,10000000,0,0,0
1.242,2.484,0,2,0,0,10000000,0,0,0
1.244,2.488,0,2,0,0,10000000,0,0,0
1.246,2.492,0,2,0,0,10000000,0,0,0
1.248,2.496,0,2,0,0,10000000,0,0,0
1.25,2.5,0,2,0,0,10000000,0,0,0
1.252,2.504,0,2,0,0,10000000,0,0,0
1.254,2.508,0,2,0,0,10000000,0,0,0
1.256,2.512,0,2,0,0,10000000,0,0,0
1.258,2.516,0,2,0,0,10000000,0,0,0
1.26,2.52,0,2,0,0,10000000,0,0,0
1.262,2.524,0,2,0,0,10000000,0,0,0
1.264,2.528,0,2,0,0,10000000,0,0,0
1.266,2.532,0,2,0,0,10000000,0,0,0
1.268,2.536,0,2,0,0,10000000,0,0,0
1.27,2.54,0,2,0,0,10000000,0,0,0
1.272,2.544,0,2,0,0,10000000,0,0,0
1.274,2.548,0,2,0,0,10000000,0,0,0
1.276,2.552,0,2,0,0,10000000,0,0,0
1.278,2.556,0,2,0,0,10000000,0,0,0
1.28,2.56,0,2,0,0,10000000,0,0,0
1.282,2.564,0,2,0,0,10000000,0,0,0
1.284,2.568,0,2,0,0,10000000,0,0,0
1.286,2.572,0,2,0,0,10000000,0,0,0
1.288,2.576,0,2,0,0,10000000,0,0,0
1.29,2.58,0,2,0,0,10000000,0,0,0
1.292,2.584,0,2,0,0,10000000,0,0,0
1.294,2.588,0,2,0,0,10000000,0,0,0
1.296,2.592,0,2,0,0,10000000,0,0,0
1.298,2.596,0,2,0,0,10000000,0,0,0
1.3,2.6,0,2,0,0,10000000,0,0,0
1.302,2.604,0,2,0,0,10000000,0,0,0
1.304,2.608,0,2,0,0,10000000,0,0,0
1.306,2.612,0,2,0,0,10000000,0,0,0
1.308,2.616,0,2,0,0,10000000,0,0,0
1.31,2.62,0,2,0,0,10000000,0,0,0
1.312,2.624,0,2,0,0,10000000,0,0,0
1.314,2.628,0,2,0,0,10000000,0,0,0
1.316,2.632,0,2,0,0,10000000,0,0,0
1.318,2.636,0,2,0,0,10000000,0,0,0
1.32,2.64,0,2,0,0,10000000,0,0,0
1.322,2.644,0,2,0,0,10000000,0,0,0
1.324,2.648,0,2,0,0,10000000,0,0,0
1.326,2.652,0,2,0,0,10000000,0,0,0
1.328,2.656,0,2,0,0,10000000,0,0,0
1.33,2.66,0,2,0,0,10000000,0,0,0
1.332,2.664,0,2,0,0,10000000,0,0,0
1.334,2.668,0,2,0,0,10000000,0,0,0
1.336,2.672,0,2,0,0,10000000,0,0,0
1.338,2.676,0,2,0,0,10000000,0,0,0
1.34,2.68,0,2,0,0,10000000,0,0,0
1.342,2.684,0,2,0,0,10000000,0,0,0
1.344,2.688,0,2,0,0,10000000,0,0,0
1.346,2.692,0,2,0,0,10000000,0,0,0
1.348,2.696,0,2,0,0,10000000,0,0,0
1.35,2.7,0,2,0,0,10000000,0,0,0
1.352,2.704,0,2,0,0,10000000,0,0,0
1.354,2.708,0,2,0,0,10000000,0,0,0
1.356,2.712,0,2,0,0,10000000,0,0,0
1.358,2.716,0,2,0,0,10000000,0,0,0
1.36,2.72,0,2,0,0,10000000,0,0,0
1.362,2.724,0,2,0,0,10000000,0,0,0
1.364,2.728,0,2,0,0,10000000,0,0,0
1.366,2.732,0,2,0,0,10000000,0,0,0
1.368,2.736,0,2,0,0,10000000,0,0,0
1.37,2.74,0,2,0,0,10000000,0,0,0
1.372,2.744,0,2,0,0,10000000,0,0,0
1.374,2.748,0,2,0,0,10000000,0,0,0
1.376,2.752,0,2,0,0,10000000,0,0,0
1.378,2.756,0,2,0,0,10000000,0,0,0
1.38,2.76,0,2,0,0,10000000,0,0,0
1.382,2.764,0,2,0,0,10000000,0,0,0
1.384,2.768,0,2,0,0,10000000,0,0,0
1.386,2.772,0,2,0,0,10000000,0,0,0
1.388,2.776,0,2,0,0,10000000,0,0,0
1.39,2.78,0,2,0,0,10000000,0,0,0
1.392,2.784,0,2,0,0,10000000,0,0,0
1.394,2.788,0,2,0,0,10000000,0,0,0
1.396,2.792,0,2,0,0,10000000,0,0,0
1.398,2.796,0,2,0,0,10000000,0,0,0
1.4,2.8,0,2,0,0,10000000,0,0,0
1.402,2.804,0,2,0,0,10000000,0,0,0
1.404,2.808,0,2,0,0,10000000,0,0,0
1.406,2.812,0,2,0,0,10000000,0,0,0
1.408,2.816,0,2,0,0,10000000,0,0,0
1.41,2.82,0,2,0,0,10000000,0,0,0
1.412,2.824,0,2,0,0,10000000,0,0,0
1.414,2.828,0,2,0,0,10000000,0,0,0
1.416,2.832,0,2,0,0,10000000,0,0,0
1.418,2.836,0,2,0,0,10000000,0,0,0
1.42,2.84,0,2,0,0,10000000,0,0,0
1.422,2.844,0,2,0,0,10000000,0,0,0
1.424,2.848,0,2,0,0,10000000,0,0,0
1.426,2.852,0,2,0,0,10000000,0,0,0
1.428,2.856,0,2,0,0,10000000,0,0,0
1.43,2.86,0,2,0,0,10000000,0,0,0
1.432,2.864,0,2,0,0,10000000,0,0,0
1.434,2.868,0,2,0,0,10000000,0,0,0
1.436,2.872,0,2,0,0,10000000,0,0,0
1.438,2.876,0,2,0,0,10000000,0,0,0
1.44,2.88,0,2,0,0,10000000,0,0,0
1.442,2.884,0,2,0,0,10000000,0,0,0
1.444,2.888,0,2,0,0,10000000,0,0,0
1.446,2.892,0,2,0,0,10000000,0,0,0
1.448,2.896,0,2,0,0,10000000,0,0,0
1.45,2.9,0,2,0,0,10000000,0,0,0
1.452,2.904,0,2,0,0,10000000,0,0,0
1.454,2.908,0,2,0,0,10000000,0,0,0
1.456,2.912,0,2,0,0,10000000,0,0,0
1.458,2.916,0,2,0,0,10000000,0,0,0
1.46,2.92,0,2,0,0,10000000,0,0,0
1.462,2.924,0,2,0,0,10000000,0,0,0
1.464,2.928,0,2,0,0,10000000,0,0,0
1.466,2.932,0,2,0,0,10000000,0,0,0
1.468,2.936,0,2,0,0,10000000,0,0,0
1.47,2.94,0,2,0,0,10000000,0,0,0
1.472,2.944,0,2,0,0,10000000,0,0,0
1.474,2.948,0,2,0,0,10000000,0,0,0
1.476,2.952,0,2,0,0,10000000,0,0,0
1.478,2.956,0,2,0,0,10000000,0,0,0
1.48,2.96,0,2,0,0,10000000,0,0,0
1.482,2.964,0,2,0,0,10000000,0,0,0
1.484,2.968,0,2,0,0,10000000,0,0,0
1.486,2.972,0,2,0,0,10000000,0,0,0
1.488,2.976,0,2,0,0,10000000,0,0,0
1.49,2.98,0,2,0,0,10000000,0,0,0
1.492,2.984,0,2,0,0,10000000,0,0,0
1.494,2.988,0,2,0,0,10000000,0,0,0
1.496,2.992,0,2,0,0,10000000,0,0,0
1.498,2.996,0,2,0,0,10000000,0,0,0
1.5,3,0,2,0,0,10000000,0,0,0
1.502,3.004,0,2,0,0,10000000,0,0,0
1.504,3.008,0,2,0,0,10000000,0,0,0
1.506,3.012,0,2,0,0,10000000,0,0,0
1.508,3.016,0,2,0,0,10000000,0,0,0
1.51,3.02,0,2,0,0,10000000,0,0,0
1.512,3.024,0,2,0,0,10000000,0,0,0
1.514,3.028,0,2,0,0,10000000,0,0,0
1.516,3.032,0,2,0,0,10000000,0,0,0
1.518,3.036,0,2,0,0,10000000,0,0,0
1.52,3.04,0,2,0,0,10000000,0,0,0
1.522,3.044,0,2,0,0,10000000,0,0,0
1.524,3.048,0,2,0,0,10000000,0,0,0
1.526,3.052,0,2,0,0,10000000,0,0,0
1.528,3.056,0,2,0,0,10000000,0,0,0
1.53,3.06,0,2,0,0,10000000,0,0,0
1.532,3.064,0,2,0,0,10000000,0,0,0
1.534,3.068,0,2,0,0,10000000,0,0,0
1.536,3.072,0,2,0,0,10000000,0,0,0
1.538,3.076,0,2,0,0,10000000,0,0,0
1.54,3.08,0,2,0,0,10000000,0,0,0
1.542,3.084,0,2,0,0,10000000,0,0,0
1.544,3.088,0,2,0,0,10000000,0,0,0
1.546,3.092,0,2,0,0,10000000,0,0,0
1.548,3.096,0,2,0,0,10000000,0,0,0
1.55,3.1,0,2,0,0,10000000,0,0,0
1.552,3.104,0,2,0,0,10000000,0,0,0
1.554,3.108,0,2,0,0,10000000,0,0,0
1.556,3.112,0,2,0,0,10000000,0,0,0
1.558,3.116,0,2,0,0,10000000,0,0,0
1.56,3.12,0,2,0,0,10000000,0,0,0
1.562,3.124,0,2,0,0,10000000,0,0,0
1.564,3.128,0,2,0,0,10000000,0,0,0
1.566,3.132,0,2,0,0,10000000,0,0,0
1.568,3.136,0,2,0,0,10000000,0,0,0
1.57,3.14,0,2,0,0,10000000,0,0,0
1.572,3.144,0,2,0,0,10000000,0,0,0
1.574,3.148,0,2,0,0,10000000,0,0,0
1.576,3.152,0,2,0,0,10000000,0,0,0
1.578,3.156,0,2,0,0,10000000,0,0,0
1.58,3.16,0,2,0,0,10000000,0,0,0
1.582,3.164,0,2,0,0,10000000,0,0,0
1.584,3.168,0,2,0,0,10000000,0,0,0
1.586,3.172,0,2,0,0,10000000,0,0,0
1.588,3.176,0,2,0,0,10000000,0,0,0
1.59,3.18,0,2,0,0,10000000,0,0,0
1.592,3.184,0,2,0,0,10000000,0,0,0
1.594,3.188,0,2,0,0,10000000,0,0,0
1.596,3.192,0,2,0,0,10000000,0,0,0
1.598,3.196,0,2,0,0,10000000,0,0,0
1.6,3.2,0,2,0,0,10000000,0,0,0
1.602,3.204,0,2,0,0,10000000,0,0,0
1.604,3.208,0,2,0,0,10000000,0,0,0
1.606,3.212,0,2,0,0,10000000,0,0,0
1.608,3.216,0,2,0,0,10000000,0,0,0
1.61,3.22,0,2,0,0,10000000,0,0,0
1.612,3.224,0,2,0,0,10000000,0,0,0
1.614,3.228,0,2,0,0,10000000,0,0,0
1.616,3.232,0,2,0,0,10000000,0,0,0
1.618,3.236,0,2,0,0,10000000,0,0,0
1.62,3.24,0,2,0,0,10000000,0,0,0
1.622,3.244,0,2,0,0,10000000,0,0,0
1.624,3.248,0,2,0,0,10000000,0,0,0
1.626,3.252,0,2,0,0,10000000,0,0,0
1.628,3.256,0,2,0,0,10000000,0,0,0
1.63,3.26,0,2,0,0,10000000,0,0,0
1.632,3.264,0,2,0,0,10000000,0,0,0
1.634,3.268,0,2,0,0,10000000,0,0,0
1.636,3.272,0,2,0,0,10000000,0,0,0
1.638,3.276,0,2,0,0,10000000,0,0,0
1.64,3.28,0,2,0,0,10000000,0,0,0
1.642,3.284,0,2,0,0,10000000,0,0,0
1.644,3.288,0,2,0,0,10000000,0,0,0
1.646,3.292,0,2,0,0,10000000,0,0,0
1.648,3.296,0,2,0,0,10000000,0,0,0
1.65,3.3,0,2,0,0,10000000,0,0,0
1.652,3.304,0,2,0,0,10000000,0,0,0
1.654,3.308,0,2,0,0,10000000,0,0,0
1.656,3.312,0,2,0,0,10000000,0,0,0
1.658,3.316,0,2,0,0,10000000,0,0,0
1.66,3.32,0,2,0,0,10000000,0,0,0
1.662,3.324,0,2,0,0,10000000,0,0,0
1.664,3.328,0,2,0,0,10000000,0,0,0
1.666,3.332,0,2,0,0,10000000,0,0,0
1.668,3.336,0,2,0,0,10000000,0,0,0
1.67,3.34,0,2,0,0,10000000,0,0,0
1.672,3.344,0,2,0,0,10000000,0,0,0
1.674,3.348,0,2,0,0,10000000,0,0,0
1.676,3.352,0,2,0,0,10000000,0,0,0
1.678,3.356,0,2,0,0,10000000,0,0,0
1.68,3.36,0,2,0,0,10000000,0,0,0
1.682,3.364,0,2,0,0,10000000,0,0,0
1.684,3.368,0,2,0,0,10000000,0,0,0
1.686,3.372,0,2,0,0,10000000,0,0,0
1.688,3.376,0,2,0,0,10000000,0,0,0
1.69,3.38,0,2,0,0,10000000,0,0,0
1.692,3.384,0,2,0,0,10000000,0,0,0
1.694,3.388,0,2,0,0,10000000,0,0,0
1.696,3.392,0,2,0,0,10000000,0,0,0
1.698,3.396,0,2,0,0,10000000,0,0,0
1.7,3.4,0,2,0,0,10000000,0,0,0
1.702,3.404,0,2,0,0,10000000,0,0,0
1.704,3.408,0,2,0,0,10000000,0,0,0
1.706,3.412,0,2,0,0,10000000,0,0,0
1.708,3.416,0,2,0,0,10000000,0,0,0
1.71,3.42,0,2,0,0,10000000,0,0,0
1.712,3.424,0,2,0,0,10000000,0,0,0
1.714,3.428,0,2,0,0,10000000,0,0,0
1.716,3.432,0,2,0,0,10000000,0,0,0
1.718,3.436,0,2,0,0,10000000,0,0,0
1.72,3.44,0,2,0,0,10000000,0,0,0
1.722,3.444,0,2,0,0,10000000,0,0,0
1.724,3.448,0,2,0,0,10000000,0,0,0
1.726,3.452,0,2,0,0,10000000,0,0,0
1.728,3.456,0,2,0,0,10000000,0,0,0
1.73,3.46,0,2,0,0,10000000,0,0,0
1.732,3.464,0,2,0,0,10000000,0,0,0
1.734,3.468,0,2,0,0,10000000,0,0,0
1.736,3.472,0,2,0,0,10000000,0,0,0
1.738,3.476,0,2,0,0,10000000,0,0,0
1.74,3.48,0,2,0,0,10000000,0,0,0
1.742,3.484,0,2,0,0,10000000,0,0,0
1.744,3.488,0,2,0,0,10000000,0,0,0
1.746,3.492,0,2,0,0,10000000,0,0,0
1.748,3.496,0,2,0,0,10000000,0,0,0
1.75,3.5,0,2,0,0,10000000,0,0,0
1.752,3.504,0,2,0,0,10000000,0,0,0
1.754,3.508,0,2,0,0,10000000,0,0,0
1.756,3.512,0,2,0,0,10000000,0,0,0
1.758,3.516,0,2,0,0,10000000,0,0,0
1.76,3.52,0,2,0,0,10000000,0,0,0
1.762,3.524,0,2,0,0,10000000,0,0,0
1.764,3.528,0,2,0,0,10000000,0,0,0
1.766,3.532,0,2,0,0,10000000,0,0,0
1.768,3.536,0,2,0,0,10000000,0,0,0
1.77,3.54,0,2,0,0,10000000,0,0,0
1.772,3.544,0,2,0,0,10000000,0,0,0
1.774,3.548,0,2,0,0,10000000,0,0,0
1.776,3.552,0,2,0,0,10000000,0,0,0
1.778,3.556,0,2,0,0,10000000,0,0,0
1.78,3.56,0,2,0,0,10000000,0,0,0
1.782,3.564,0,2,0,0,10000000,0,0,0
1.784,3.568,0,2,0,0,10000000,0,0,0
1.786,3.572,0,2,0,0,10000000,0,0,0
1.788,3.576,0,2,0,0,10000000,0,0,0
1.79,3.58,0,2,0,0,10000000,0,0,0
1.792,3.584,0,2,0,0,10000000,0,0,0
1.794,3.588,0,2,0,0,10000000,0,0,0
1.796,3.592,0,2,0,0,10000000,0,0,0
1.798,3.596,0,2,0,0,10000000,0,0,0
1.8,3.6,0,2,0,0,10000000,0,0,0
1.802,3.604,0,2,0,0,10000000,0,0,0
1.804,3.608,0,2,0,0,10000000,0,0,0
1.806,3.612,0,2,0,0,10000000,0,0,0
1.808,3.616,0,2,0,0,10000000,0,0,0
1.81,3.62,0,2,0,0,10000000,0,0,0
1.812,3.624,0,2,0,0,10000000,0,0,0
1.814,3.628,0,2,0,0,10000000,0,0,0
1.816,3.632,0,2,0,0,10000000,0,0,0
1.818,3.636,0,2,0,0,10000000,0,0,0
1.82,3.64,0,2,0,0,10000000,0,0,0
1.822,3.644,0,2,0,0,10000000,0,0,0
1.824,3.648,0,2,0,0,10000000,0,0,0
1.826,3.652,0,2,0,0,10000000,0,0,0
1.828,3.656,0,2,0,0,10000000,0,0,0
1.83,3.66,0,2,0,0,10000000,0,0,0
1.832,3.664,0,2,0,0,10000000,0,0,0
1.834,3.668,0,2,0,0,10000000,0,0,0
1.836,3.672,0,2,0,0,10000000,0,0,0
1.838,3.676,0,2,0,0,10000000,0,0,0
1.84,3.68,0,2,0,0,10000000,0,0,0
1.842,3.684,0,2,0,0,10000000,0,0,0
1.844,3.688,0,2,0,0,10000000,0,0,0
1.846,3.692,0,2,0,0,10000000,0,0,0
1.848,3.696,0,2,0,0,10000000,0,0,0
1.85,3.7,0,2,0,0,10000000,0,0,0
1.852,3.704,0,2,0,0,10000000,0,0,0
1.854,3.708,0,2,0,0,10000000,0,0,0
1.856,3.712,0,2,0,0,10000000,0,0,0
1.858,3.716,0,2,0,0,10000000,0,0,0
1.86,3.72,0,2,0,0,10000000,0,0,0
1.862,3.724,0,2,0,0,10000000,0,0,0
1.864,3.728,0,2,0,0,10000000,0,0,0
1.866,3.732,0,2,0,0,10000000,0,0,0
1.868,3.736,0,2,0,0,10000000,0,0,0
1.87,3.74,0,2,0,0,10000000,0,0,0
1.872,3.744,0,2,0,0,10000000,0,0,0
1.874,3.748,0,2,0,0,10000000,0,0,0
1.876,3.752,0,2,0,0,10000000,0,0,0
1.878,3.756,0,2,0,0,10000000,0,0,0
1.88,3.76,0,2,0,0,10000000,0,0,0
1.882,3.764,0,2,0,0,10000000,0,0,0
1.884,3.768,0,2,0,0,10000000,0,0,0
1.886,3.772,0,2,0,0,10000000,0,0,0
1.888,3.776,0,2,0,0,10000000,0,0,0
1.89,3.78,0,2,0,0,10000000,0,0,0
1.892,3.784,0,2,0,0,10000000,0,0,0
1.894,3.788,0,2,0,0,10000000,0,0,0
1.896,3.792,0,2,0,0,10000000,0,0,0
1.898,3.796,0,2,0,0,10000000,0,0,0
1.9,3.8,0,2,0,0,10000000,0,0,0
1.902,3.804,0,2,0,0,10000000,0,0,0
1.904,3.808,0,2,0,0,10000000,0,0,0
1.906,3.812,0,2,0,0,10000000,0,0,0
1.908,3.816,0,2,0,0,10000000,0,0,0
1.91,3.82,0,2,0,0,10000000,0,0,0
1.912,3.824,0,2,0,0,10000000,0,0,0
1.914,3.828,0,2,0,0,10000000,0,0,0
1.916,3.832,0,2,0,0,10000000,0,0,0
1.918,3.836,0,2,0,0,10000000,0,0,0
1.92,3.84,0,2,0,0,10000000,0,0,0
1.922,3.844,0,2,0,0,10000000,0,0,0
1.924,3.848,0,2,0,0,10000000,0,0,0
1.926,3.852,0,2,0,0,10000000,0,0,0
1.928,3.856,0,2,0,0,10000000,0,0,0
1.93,3.86,0,2,0,0,10000000,0,0,0
1.932,3.864,0,2,0,0,10000000,0,0,0
1.934,3.868,0,2,0,0,10000000,0,0,0
1.936,3.872,0,2,0,0,10000000,0,0,0
1.938,3.876,0,2,0,0,10000000,0,0,0
1.94,3.88,0,2,0,0,10000000,0,0,0
1.942,3.884,0,2,0,0,10000000,0,0,0
1.944,3.888,0,2,0,0,10000000,0,0,0
1.946,3.892,0,2,0,0,10000000,0,0,0
1.948,3.896,0,2,0,0,10000000,0,0,0
1.95,3.9,0,2,0,0,10000000,0,0,0
1.952,3.904,0,2,0,0,10000000,0,0,0
1.954,3.908,0,2,0,0,10000000,0,0,0
1.956,3.912,0,2,0,0,10000000,0,0,0
1.958,3.916,0,2,0,0,10000000,0,0,0
1.96,3.92,0,2,0,0,10000000,0,0,0
1.962,3.924,0,2,0,0,10000000,0,0,0
1.964,3.928,0,2,0,0,10000000,0,0,0
1.966,3.932,0,2,0,0,10000000,0,0,0
1.968,3.936,0,2,0,0,10000000,0,0,0
1.97,3.94,0,2,0,0,10000000,0,0,0
1.972,3.944,0,2,0,0,10000000,0,0,0
1.974,3.948,0,2,0,0,10000000,0,0,0
1.976,3.952,0,2,0,0,10000000,0,0,0
1.978,3.956,0,2,0,0,10000000,0,0,0
1.98,3.96,0,2,0,0,10000000,0,0,0
1.982,3.964,0,2,0,0,10000000,0,0,0
1.984,3.968,0,2,0,0,10000000,0,0,0
1.986,3.972,0,2,0,0,10000000,0,0,0
1.988,3.976,0,2,0,0,10000000,0,0,0
1.99,3.98,0,2,0,0,10000000,0,0,0
1.992,3.984,0,2,0,0,10000000,0,0,0
1.994,3.988,0,2,0,0,10000000,0,0,0
1.996,3.992,0,2,0,0,10000000,0,0,0
1.998,3.996,0,2,0,0,10000000,0,0,0
2,4,0,2,0,0,10000000,0,0,0
2.002,4.004,0,2,0,0,10000000,0,0,0
2.004,4.008,0,2,0,0,10000000,0,0,0
2.006,4.012,0,2,0,0,10000000,0,0,0
2.008,4.016,0,2,0,0,10000000,0,0,0
2.01,4.02,0,2,0,0,10000000,0,0,0
2.012,4.024,0,2,0,0,10000000,0,0,0
2.014,4.028,0,2,0,0,10000000,0,0,0
2.016,4.032,0,2,0,0,10000000,0,0,0
2.018,4.036,0,2,0,0,10000000,0,0,0
2.02,4.04,0,2,0,0,10000000,0,0,0
2.022,4.044,0,2,0,0,10000000,0,0,0
2.024,4.048,0,2,0,0,10000000,0,0,0
2.026,4.052,0,2,0,0,10000000,0,0,0
2.028,4.056,0,2,0,0,10000000,0,0,0
2.03,4.06,0,2,0,0,10000000,0,0,0
2.032,4.064,0,2,0,0,10000000,0,0,0
2.034,4.068,0,2,0,0,10000000,0,0,0
2.036,4.072,0,2,0,0,10000000,0,0,0
2.038,4.076,0,2,0,0,10000000,0,0,0
2.04,4.08,0,2,0,0,10000000,0,0,0
2.042,4.084,0,2,0,0,10000000,0,0,0
2.044,4.088,0,2,0,0,10000000,0,0,0
2.046,4.092,0,2,0,0,10000000,0,0,0
2.048,4.096,0,2,0,0,10000000,0,0,0
2.05,4.1,0,2,0,0,10000000,0,0,0
2.052,4.104,0,2,0,0,10000000,0,0,0
2.054,4.108,0,2,0,0,10000000,0,0,0
2.056,4.112,0,2,0,0,10000000,0,0,0
2.058,4.116,0,2,0,0,10000000,0,0,0
2.06,4.12,0,2,0,0,10000000,0,0,0
2.062,4.124,0,2,0,0,10000000,0,0,0
2.064,4.128,0,2,0,0,10000000,0,0,0
2.066,4.132,0,2,0,0,10000000,0,0,0
2.068,4.136,0,2,0,0,10000000,0,0,0
2.07,4.14,0,2,0,0,10000000,0,0,0
2.072,4.144,0,2,0,0,10000000,0,0,0
2.074,4.148,0,2,0,0,10000000,0,0,0
2.076,4.152,0,2,0,0,10000000,0,0,0
2.078,4.156,0,2,0,0,10000000,0,0,0
2.08,4.16,0,2,0,0,10000000,0,0,0
2.082,4.164,0,2,0,0,10000000,0,0,0
2.084,4.168,0,2,0,0,10000000,0,0,0
2.086,4.172,0,2,0,0,10000000,0,0,0
2.088,4.176,0,2,0,0,10000000,0,0,0
2.09,4.18,0,2,0,0,10000000,0,0,0
2.092,4.184,0,2,0,0,10000000,0,0,0
2.094,4.188,0,2,0,0,10000000,0,0,0
2.096,4.192,0,2,0,0,10000000,0,0,0
2.098,4.196,0,2,0,0,10000000,0,0,0
2.1,4.2,0,2,0,0,10000000,0,0,0
2.102,4.204,0,2,0,0,10000000,0,0,0
2.104,4.208,0,2,0,0,10000000,0,0,0
2.106,4.212,0,2,0,0,10000000,0,0,0
