"time","V","i_L","der(V)","der(i_L)","i_C","i_R"
0.826,23.65713929345641,0.2441341273770277,7.562734442463636,0.3428607065435898,0.007562734442463637,0.2365713929345641
0.828,23.67278668523274,0.2448043100473674,8.076443195039944,0.3272133147672562,0.008076443195039945,0.2367278668523274
0.83,23.68941926810176,0.2454422071074627,8.548014426445095,0.3105807318982414,0.008548014426445094,0.2368941926810176
0.832,23.70695172344335,0.2460459286599986,8.976411425565155,0.2930482765566538,0.008976411425565156,0.2370695172344335
0.834,23.72529712321695,0.2466137386631,9.360767430930533,0.2747028767830528,0.009360767430930533,0.2372529712321695
0.836,23.74436647849667,0.2471441266937679,9.700461908801222,0.2556335215033343,0.009700461908801222,0.2374436647849666
0.838,23.7640699292387,0.2476357375721696,9.99503827978257,0.2359300707612952,0.00999503827978257,0.237640699292387
0.84,23.78431709406886,0.2480873606381638,10.24418969747512,0.2156829059311356,0.01024418969747512,0.2378431709406886
0.842,23.8050169537121,0.2484980280690923,10.44785853197133,0.1949830462879021,0.01044785853197133,0.238050169537121
0.844,23.82607859463492,0.2488669352176534,10.60614927130418,0.1739214053650784,0.01060614927130418,0.2382607859463492
0.846,23.84741143114373,0.2491934092103648,10.71929489892751,0.1525885688562703,0.01071929489892751,0.2384741143114373
0.848,23.86892571369015,0.2494770264901672,10.78776935326567,0.1310742863098469,0.01078776935326567,0.2386892571369015
0.85,23.89053277434567,0.2497175281188374,10.81220037538075,0.1094672256543312,0.01081220037538075,0.2389053277434567
0.852,23.91214492240963,0.2499147724870475,10.79332326295121,0.08785507759036548,0.01079332326295121,0.2391214492240963
0.854,23.9336767319397,0.2500688628830832,10.73209556368623,0.06632326806030164,0.01073209556368623,0.239336767319397
0.856,23.95504477713241,0.2501800614313901,10.62961366006604,0.04495522286759268,0.01062961366006604,0.2395504477713241
0.858,23.97616714127428,0.2502487356847425,10.48706427199966,0.02383285872571861,0.01048706427199966,0.2397616714127428
0.86,23.99696540798595,0.2502754787499634,10.30582467010391,0.003034592014053317,0.01030582467010391,0.2399696540798595
0.862,24.0173639525833,0.2502610304070634,10.08739088123045,-0.01736395258329892,0.01008739088123045,0.240173639525833
0.864,24.03728938150457,0.2502062368755995,9.833343060553807,-0.03728938150457139,0.009833343060553806,0.2403728938150457
0.866,24.05667235345889,0.2501121211806614,9.545397646072457,-0.0566723534588931,0.009545397646072457,0.2405667235345889
0.868,24.07544729306206,0.2499798509042983,9.225377973677757,-0.07544729306205511,0.009225377973677756,0.2407544729306205
0.87,24.09355147629875,0.2498106905111314,8.875175748143949,-0.09355147629874594,0.008875175748143949,0.2409355147629875
0.872,24.11092642762984,0.2496060365224468,8.496772246148337,-0.1109264276298418,0.008496772246148337,0.2411092642762984
0.874,24.12751833652298,0.2493674176015215,8.092234236291684,-0.1275183365229786,0.008092234236291684,0.2412751833652298
0.876,24.1432767633126,0.2490964448878889,7.663677254762913,-0.1432767633125991,0.007663677254762913,0.241432767633126
0.878,24.15815545296305,0.2487948221776913,7.213267648060794,-0.1581554529630509,0.007213267648060795,0.2415815545296305
0.88,24.17211355296271,0.2484643639287082,6.743228399081119,-0.1721135529627134,0.006743228399081119,0.2417211355296271
0.882,24.18511397164,0.2481069486155827,6.255808899182619,-0.1851139716400034,0.006255808899182619,0.2418511397164
